"","opa_number","street_address","zip_code","principal_due","penalty_due","interest_due","other_charges_due","total_due","is_actionable","payment_agreement","num_years_owed","most_recent_year_owed","oldest_year_owed","year_of_last_assessment","taxable_assessment","mailing_city","mailing_state","general_building_description","building_category","exempt_abatement_assessment","homestead_value","net_tax_value_after_homestead","sheriff_sale","liens_sold_1990s","liens_sold_2015","assessment_under_appeal","year_month","full_address","latitude","longitude","delinquent"
"5610",71424300,"2847 ROSEHILL ST",19134,760.72,49.37,73.49,289.55,1173.13,TRUE,FALSE,2,2021,2020,2022,24100,"PHILADELPHIA","PA","house","residential",0,0,337.35,"N",FALSE,"N",FALSE,202206,"2847 Rosehill St, Philadelphia, PA, USA",39.99248011,-75.12501024,1
"5611",71426600,"2945 ROSEHILL ST",19134,735.47,47.73,71.04,286.61,1140.85,TRUE,FALSE,2,2021,2020,2022,23300,"PHILA","PA","house","residential",0,0,326.15,"N",FALSE,"N",FALSE,202206,"2945 Rosehill St, Philadelphia, PA, USA",39.99394134,-75.12469876,1
"5612",71440600,"2717 C ST",19134,236.66,16.57,33.72,114.15,401.1,TRUE,FALSE,1,2020,2020,2022,15300,NA,NA,"house","residential",0,0,214.17,"N",FALSE,"N",FALSE,202206,"2717 C St, Philadelphia, PA, USA",39.9907924,-75.12462331,1
"5613",71452000,"3151 C ST",19134,1265.19,158.35,393.43,1103.93,2920.9,TRUE,FALSE,6,2021,2016,2022,20000,NA,NA,"house","residential",0,0,279.96,"N",FALSE,"N",FALSE,202206,"3151 C St, Philadelphia, PA, USA",39.99696946,-75.12330594,1
"5614",71453500,"3016 ARBOR ST",19134,194.77,12.46,17.18,123.04,347.45,TRUE,FALSE,2,2021,2020,2022,7300,"PHILA","PA","house","residential",0,0,102.19,"N",FALSE,"N",FALSE,202206,"3016 Arbor St, Philadelphia, PA, USA",39.99490497,-75.12339126,1
"5615",71455400,"3054 ARBOR ST",19134,795.45,51.63,76.83,293.58,1217.49,TRUE,FALSE,2,2021,2020,2022,25200,NA,NA,"house","residential",0,0,352.75,"N",FALSE,"N",FALSE,202206,"3054 Arbor St, Philadelphia, PA, USA",39.99543791,-75.12327967,1
"5616",71463000,"3137 ARBOR ST",19134,0,0,0,68.11,68.11,TRUE,FALSE,3,2016,2014,2022,14300,"PHILADELPHIA","PA","house","residential",0,0,200.17,"N",FALSE,"N",FALSE,202206,"3137 Arbor St, Philadelphia, PA, USA",39.99668687,-75.12284402,1
"5617",371233500,"2344 N 12TH ST",19133,461.35,56.79,207.94,404.16,1130.24,TRUE,FALSE,3,2019,2016,2022,43200,NA,NA,"house","residential",0,604.71,0,"N",FALSE,"N",FALSE,202206,"2344 N 12th St, Philadelphia, PA, USA",39.98807374,-75.15206484,1
"5618",371233600,"2346 N 12TH ST",19133,1375.5,89.33,134.49,289.84,1889.16,TRUE,FALSE,3,2021,2019,2022,43200,NA,NA,"house","residential",0,0,604.71,"N",FALSE,"N",FALSE,202206,"2346 N 12th St, Philadelphia, PA, USA",39.98810192,-75.15205882,1
"5619",371236800,"2550 N 12TH ST",19133,0,0,0,27,27,TRUE,FALSE,1,2010,2010,2022,9300,NA,NA,"house","residential",0,0,130.18,"N",FALSE,"N",FALSE,202206,"2550 N 12th St, Philadelphia, PA, USA",39.99160422,-75.15129699,1
"5620",463227900,"722 S ITHAN ST",19143,3731.46,251.33,680.81,1271.09,5934.69,TRUE,FALSE,4,2021,2018,2022,61300,NA,NA,"house","residential",0,0,858.08,"N",FALSE,"N",FALSE,202206,"722 S Ithan St, Philadelphia, PA, USA",39.9498395,-75.23594806,1
"5621",463237900,"711 S 57TH ST",19143,1210.31,115.09,186.55,487.96,1999.91,TRUE,FALSE,2,2021,2020,2022,77400,NA,NA,"house","residential",0,629.91,453.54,"N",FALSE,"N",FALSE,202206,"711 S 57th St, Philadelphia, PA, USA",39.94988683,-75.23716356,1
"5622",463243800,"526 S 57TH ST",19143,1432.69,85.96,75.22,220.08,1813.95,TRUE,FALSE,2,2021,2020,2022,89000,NA,NA,"house","residential",0,0,1245.82,"N",FALSE,"N",FALSE,202206,"526 S 57th St, Philadelphia, PA, USA",39.95241906,-75.23678507,1
"5623",71438800,"2840 C ST",19134,916.76,81.83,257.74,652.17,1908.5,TRUE,FALSE,4,2021,2016,2022,22100,"PHILADELPHIA","PA","house","residential",0,0,309.36,"N",FALSE,"N",FALSE,202206,"2840 C St, Philadelphia, PA, USA",39.99231937,-75.12444691,1
"5624",71447100,"3029 C ST",19134,891.48,301.97,1768.65,881.17,3843.27,TRUE,FALSE,9,2018,2010,2022,25400,NA,NA,"house","residential",0,355.55,0,"N",FALSE,"N",FALSE,202206,"3029 C St, Philadelphia, PA, USA",39.99512002,-75.12369913,1
"5625",71456200,"3108 ARBOR ST",19134,1162.82,77.13,175.01,747.55,2162.51,TRUE,FALSE,4,2021,2017,2022,22100,"PHILADELPHIA","PA","house","residential",0,0,309.36,"N",FALSE,"N",FALSE,202206,"3108 Arbor St, Philadelphia, PA, USA",39.99628492,-75.12308191,1
"5626",71476100,"2833 BOUDINOT ST",19134,3154.75,217.45,1010.69,1498.33,5881.22,TRUE,FALSE,6,2021,2016,2022,21100,NA,NA,"house","residential",0,0,295.36,"N",FALSE,"N",FALSE,202206,"2833 Boudinot St, Philadelphia, PA, USA",39.9923503,-75.12329473,1
"5627",41084100,"5444 W GIRARD AVE",19131,310.68,35.52,26.8,338.49,711.49,TRUE,FALSE,3,2021,2018,2022,64300,NA,NA,"house","residential",0,629.91,270.16,"N",FALSE,"N",FALSE,202206,"5444 W Girard Ave, Philadelphia, PA, USA",39.97088405,-75.23023103,1
"5628",42049900,"5734 CHERRY ST",19139,1323.51,128.63,173.81,291.44,1917.39,TRUE,FALSE,2,2021,2020,2022,64000,NA,NA,"house","residential",0,629.91,265.96,"N",FALSE,"N",FALSE,202206,"5734 Cherry St, Philadelphia, PA, USA",39.96363377,-75.23538966,1
"5629",42058800,"5936 RACE ST",19139,1128.4,72.15,99.22,331.17,1630.94,TRUE,FALSE,2,2021,2020,2022,42500,"LOS ANGELES","CA","house","residential",0,0,594.91,"N",FALSE,"N",FALSE,202206,"5936 Race St, Philadelphia, PA, USA",39.96487188,-75.2391032,1
"5630",886810042,"114 N 56TH ST",19139,371.86,22.65,24.75,219.03,638.29,TRUE,FALSE,2,2021,2020,2022,21000,"PHILADELPHIA","PA","house","residential",0,0,293.96,"N",FALSE,"N",FALSE,202206,"114 N 56th St, Philadelphia, PA, USA",39.96301825,-75.23250527,1
"5631",42064600,"15 N ITHAN ST",19139,1746.41,260.31,720.45,906,3633.17,TRUE,FALSE,7,2021,2014,2022,63300,NA,NA,"house","residential",0,629.91,256.16,"N",FALSE,"N",FALSE,202206,"15 N Ithan St, Philadelphia, PA, USA",39.96132051,-75.23342434,1
"5632",42070600,"47 N FRAZIER ST",19139,553.14,38.71,120.19,291.12,1003.16,TRUE,FALSE,2,2020,2018,2022,65900,NA,NA,"house","residential",0,629.91,292.56,"N",FALSE,"N",FALSE,202206,"47 N Frazier St, Philadelphia, PA, USA",39.96186852,-75.23391288,1
"5633",463255100,"739 S ALDEN ST",19143,3292.86,221.68,594.71,634.3,4743.55,TRUE,FALSE,4,2021,2018,2022,54800,"PHILADELPHIA","PA","house","residential",0,0,767.09,"N",FALSE,"N",FALSE,202206,"739 S Alden St, Philadelphia, PA, USA",39.94939173,-75.23798982,1
"5634",463255500,"747 S ALDEN ST",19143,2579.73,171.76,364.72,884.65,4000.86,TRUE,FALSE,3,2021,2019,2022,54800,"PHILADELPHIA","PA","house","residential",0,0,767.09,"N",FALSE,"N",FALSE,202206,"747 S Alden St, Philadelphia, PA, USA",39.94931504,-75.23800561,1
"5635",463259100,"923 S ALDEN ST",19143,217.81,253.89,785.7,865.66,2123.06,TRUE,FALSE,7,2021,2015,2022,58400,"PHILADELPHIA","PA","house","residential",0,0,817.48,"N",FALSE,"N",FALSE,202206,"923 S Alden St, Philadelphia, PA, USA",39.94696951,-75.2384942,1
"5636",463260100,"718 S ALDEN ST",19143,752.2,117.3,150.76,327.28,1347.54,TRUE,FALSE,2,2021,2020,2022,60300,"PHILADELPHIA","PA","house","residential",0,0,844.08,"N",FALSE,"N",FALSE,202206,"718 S Alden St, Philadelphia, PA, USA",39.94982866,-75.2380539,1
"5637",102120000,"2066 HAINES ST",19138,0.31,94.09,197.16,160.41,451.97,TRUE,FALSE,1,2019,2019,2022,80000,NA,NA,"house","residential",0,0,1119.84,"N",FALSE,"N",FALSE,202206,"2066 Haines St, Philadelphia, PA, USA",40.05768643,-75.15456233,1
"5638",102134100,"1607 MIDDLETON ST",19138,3282.77,232.87,357.46,426.26,4299.36,TRUE,FALSE,2,2021,2020,2022,140600,NA,NA,"house","residential",0,629.91,1338.21,"N",FALSE,"N",FALSE,202206,"1607 Middleton St, Philadelphia, PA, USA",40.05878302,-75.15741805,1
"5639",102137800,"1608 MIDDLETON ST",19138,0,0,3.41,91.79,95.2,TRUE,FALSE,1,2020,2020,2022,132800,NA,NA,"house","residential",0,0,1858.93,"N",FALSE,"N",FALSE,202206,"1608 Middleton St, Philadelphia, PA, USA",40.05880804,-75.15726123,1
"5640",102148700,"1508 E WALNUT LN",19138,5515.42,445.21,1852.08,1293.34,9106.05,TRUE,FALSE,8,2021,2014,2022,116200,NA,NA,"house","residential",0,629.91,996.66,"N",FALSE,"N",FALSE,202206,"1508 E Walnut Ln, Philadelphia, PA, USA",40.05801978,-75.15944812,1
"5641",71462900,"3135 ARBOR ST",19134,357.82,38.31,78.52,409.18,883.83,TRUE,FALSE,5,2021,2017,2022,6100,"PHILADELPHIA","PA","house","residential",0,0,85.39,"N",FALSE,"N",FALSE,202206,"3135 Arbor St, Philadelphia, PA, USA",39.99665683,-75.12285047,1
"5642",71473500,"3148 BOUDINOT ST",19134,356.52,158.35,959.65,600.45,2074.97,TRUE,FALSE,7,2018,2012,2022,26000,NA,NA,"house","residential",0,363.95,0,"Y",FALSE,"N",FALSE,202206,"3148 Boudinot St, Philadelphia, PA, USA",39.99683215,-75.1224835,1
"5643",43058100,"1441 N ITHAN ST",19131,84.63,46.8,42.66,218.6,392.69,TRUE,FALSE,3,2021,2019,2022,44900,"PHILADELPHIA","PA","house","residential",0,0,628.51,"N",FALSE,"N",FALSE,202206,"1441 N Ithan St, Philadelphia, PA, USA",39.97410666,-75.23370686,1
"5644",43058200,"1443 N ITHAN ST",19131,2598.43,353.65,983.3,1474.84,5410.22,TRUE,FALSE,7,2021,2015,2022,44900,NA,NA,"house","residential",0,0,628.51,"N",FALSE,"N",FALSE,202206,"1443 N Ithan St, Philadelphia, PA, USA",39.97413685,-75.23371249,1
"5645",371257100,"2356 N CAMAC ST",19133,425.74,29.82,213.05,88.86,757.47,TRUE,FALSE,7,2019,2013,2022,39000,NA,NA,"house","residential",0,545.92,0,"N",FALSE,"N",FALSE,202206,"2356 N Camac St, Philadelphia, PA, USA",39.98836896,-75.15301161,1
"5646",371276800,"2427 N CLARION ST",19132,1472.61,174.9,670.83,822.29,3140.63,TRUE,FALSE,7,2020,2014,2022,31200,NA,NA,"house","residential",0,0,436.74,"N",FALSE,"N",FALSE,202206,"2427 N Clarion St, Philadelphia, PA, USA",39.98943156,-75.15369368,1
"5647",371278000,"2400 N CLARION ST",19132,283.62,19.86,68.43,137.78,509.69,TRUE,FALSE,2,2019,2018,2022,42700,NA,NA,"house","residential",0,597.71,0,"N",FALSE,"N",FALSE,202206,"2400 N Clarion St, Philadelphia, PA, USA",39.98920938,-75.15389724,1
"5648",371278400,"2408 N CLARION ST",19132,3250.48,222.7,926.52,1433.81,5833.51,TRUE,FALSE,6,2021,2016,2022,30100,NA,NA,"house","residential",0,0,421.34,"N",FALSE,"N",FALSE,202206,"2408 N Clarion St, Philadelphia, PA, USA",39.98928393,-75.15387991,1
"5649",371284200,"2317 N PARK AVE",19132,0,45.07,140.05,108.05,293.17,TRUE,FALSE,1,2019,2019,2022,84400,NA,NA,"house","residential",0,0,1181.43,"N",FALSE,"N",FALSE,202206,"2317 N Park Ave, Philadelphia, PA, USA",39.98797556,-75.15442677,1
"5650",102166900,"1521 BEVERLY RD",19138,5288.85,656.41,3215.71,1192.61,10353.58,TRUE,FALSE,8,2021,2011,2022,116100,NA,NA,"house","residential",0,629.91,995.26,"N",FALSE,"N",FALSE,202206,"1521 Beverly Rd, Philadelphia, PA, USA",40.0583701,-75.16032744,1
"5651",102173100,"1518 E PASTORIUS ST",19138,3648.98,236.82,352.5,448.17,4686.47,TRUE,FALSE,2,2021,2020,2022,115600,"BEAR","DE","house","residential",0,0,1618.17,"N",FALSE,"N",FALSE,202206,"1518 E Pastorius St, Philadelphia, PA, USA",40.05867497,-75.16085523,1
"5652",32101400,"6160 LARCHWOOD AVE",19143,53.54,3.94,8.14,3.93,69.55,TRUE,FALSE,1,2020,2020,2022,74900,NA,NA,"house","residential",0,629.91,418.54,"N",FALSE,"N",FALSE,202206,"6160 Larchwood Ave, Philadelphia, PA, USA",39.9543131,-75.24561297,1
"5653",71477200,"2855 BOUDINOT ST",19134,188.93,13.23,63.01,155.64,420.81,TRUE,FALSE,2,2018,2017,2022,22900,NA,NA,"house","residential",0,320.55,0,"N",FALSE,"N",FALSE,202206,"2855 Boudinot St, Philadelphia, PA, USA",39.99256416,-75.12324748,1
"5654",71489800,"3139 HURLEY ST",19134,565.34,87.5,130.25,434.73,1217.82,TRUE,FALSE,4,2021,2018,2022,25000,NA,NA,"house","residential",0,0,349.95,"N",FALSE,"N",FALSE,202206,"3139 Hurley St, Philadelphia, PA, USA",39.99659843,-75.12188285,1
"5655",71490300,"3149 HURLEY ST",19134,466.18,32.64,175.09,341.85,1015.76,TRUE,FALSE,3,2018,2014,2022,25000,NA,NA,"house","residential",0,349.95,0,"N",FALSE,"N",FALSE,202206,"3149 Hurley St, Philadelphia, PA, USA",39.99675036,-75.12184999,1
"5656",341186000,"230 N ROBINSON ST",19139,18.27,282.22,554.36,622.85,1477.7,TRUE,FALSE,7,2021,2015,2022,62400,NA,NA,"house","residential",0,629.91,243.57,"N",FALSE,"N",FALSE,202206,"230 N Robinson St, Philadelphia, PA, USA",39.96592188,-75.24304756,1
"5657",31037900,"6017 SANSOM ST",19139,5883.97,470.46,3210.56,1429.05,10994.04,TRUE,FALSE,10,2021,2012,2022,66900,NA,NA,"house","residential",0,629.91,306.56,"Y",FALSE,"N",FALSE,202206,"6017 Sansom St, Philadelphia, PA, USA",39.95978778,-75.24159635,1
"5658",31047200,"5952 SANSOM ST",19139,934.7,86.47,323.59,457.87,1802.63,TRUE,FALSE,3,2019,2016,2022,66000,NA,NA,"house","residential",0,0,923.87,"N",FALSE,"N",FALSE,202206,"5952 Sansom St, Philadelphia, PA, USA",39.95955448,-75.24068595,1
"5659",31049000,"6032 SANSOM ST",19139,0,0,0,45.37,45.37,TRUE,FALSE,1,2020,2020,2022,70200,NA,NA,"house","residential",0,629.91,352.75,"N",FALSE,"N",FALSE,202206,"6032 Sansom St, Philadelphia, PA, USA",39.95971089,-75.24191828,1
"5660",31052600,"6158 SANSOM ST",19139,1018.98,90.51,82.86,444.54,1636.89,TRUE,FALSE,2,2021,2020,2022,63300,NA,NA,"house","residential",0,0,886.07,"N",FALSE,"N",FALSE,202206,"6158 Sansom St, Philadelphia, PA, USA",39.96001374,-75.24437612,1
"5661",31053600,"6222 SANSOM ST",19139,0,0,0,1.44,1.44,TRUE,FALSE,1,2020,2020,2022,64800,NA,NA,"house","residential",0,629.91,277.16,"N",FALSE,"N",FALSE,202206,"6222 Sansom St, Philadelphia, PA, USA",39.96017693,-75.24569535,1
"5662",31060800,"6131 WALNUT ST",19139,3107.14,206.88,439.3,516.02,4269.34,TRUE,FALSE,3,2021,2019,2022,66000,NA,NA,"house","residential",0,0,923.87,"N",FALSE,"N",FALSE,202206,"6131 Walnut St, Philadelphia, PA, USA",39.95930125,-75.24399286,1
"5663",31061200,"6139 WALNUT ST",19139,4292.76,293.64,896.56,823.65,6306.61,TRUE,FALSE,5,2021,2017,2022,66000,NA,NA,"house","residential",0,0,923.87,"N",FALSE,"N",FALSE,202206,"6139 Walnut St, Philadelphia, PA, USA",39.95932028,-75.24414172,1
"5664",31063500,"6227 WALNUT ST",19139,1765.88,133.6,362.2,528.14,2789.82,TRUE,FALSE,4,2021,2018,2022,70400,NA,NA,"house","residential",0,629.91,355.55,"N",FALSE,"N",FALSE,202206,"6227 Walnut St, Philadelphia, PA, USA",39.95954114,-75.24591065,1
"5665",31076500,"6139 CHANCELLOR ST",19139,710.47,42.81,38.95,179.82,972.05,TRUE,FALSE,2,2021,2020,2022,43000,"LOS ANGELES","CA","house","residential",0,0,601.91,"N",FALSE,"N",FALSE,202206,"6139 Chancellor St, Philadelphia, PA, USA",39.95868516,-75.24401202,1
"5666",32112100,"6145-47 HAZEL AVE",19143,5029.95,375.95,2835.02,2019.25,10260.17,TRUE,FALSE,6,2018,2013,2022,81100,NA,NA,"house","residential",0,0,1135.24,"N",FALSE,"N",FALSE,202206,"6145-47 Hazel Ave, Philadelphia, PA, USA",39.95362454,-75.2454463,1
"5667",32113200,"6217 HAZEL AVE",19143,0,222.55,595.18,356.48,1174.21,TRUE,FALSE,7,2018,2012,2022,40900,NA,NA,"house","residential",0,572.52,0,"N",FALSE,"N",FALSE,202206,"6217 Hazel Ave, Philadelphia, PA, USA",39.95406742,-75.24686186,1
"5668",32117200,"5836 HAZEL AVE",19143,1789.49,120.6,329.76,834.81,3074.66,TRUE,FALSE,4,2021,2018,2022,29000,NA,NA,"house","residential",0,0,405.94,"N",FALSE,"N",FALSE,202206,"5836 Hazel Ave, Philadelphia, PA, USA",39.95299249,-75.2393411,1
"5669",32121000,"6134 HAZEL AVE",19143,2465.78,165.12,239.89,366.12,3236.91,TRUE,FALSE,2,2021,2020,2022,80600,NA,NA,"house","residential",0,0,1128.24,"N",FALSE,"N",FALSE,202206,"6134 Hazel Ave, Philadelphia, PA, USA",39.95348846,-75.24528398,1
"5670",122279800,"5668 BLAKEMORE ST",19138,754.99,45.3,39.63,275.56,1115.48,TRUE,FALSE,2,2021,2019,2022,46900,"PHILADELPHIA","PA","house","residential",0,0,656.51,"N",FALSE,"N",FALSE,202206,"5668 Blakemore St, Philadelphia, PA, USA",40.04867644,-75.16095393,1
"5671",122280000,"5672 BLAKEMORE ST",19138,30.59,1.84,1.61,71.92,105.96,TRUE,FALSE,2,2021,2017,2022,46900,NA,NA,"house","residential",0,629.91,26.6,"N",FALSE,"N",FALSE,202206,"5672 Blakemore St, Philadelphia, PA, USA",40.0487007,-75.16099343,1
"5672",122282300,"5539 BLAKEMORE ST",19138,2913.48,196.87,694.52,861.19,4666.06,TRUE,FALSE,6,2021,2016,2022,4800,NA,NA,"house","residential",0,0,67.19,"N",FALSE,"N",FALSE,202206,"5539 Blakemore St, Philadelphia, PA, USA",40.04763041,-75.15884209,1
"5673",122300400,"5652 ARDLEIGH ST",19138,273.67,19.16,88.26,138.7,519.79,TRUE,FALSE,1,2018,2018,2022,44100,NA,NA,"house","residential",0,617.31,0,"N",FALSE,"N",FALSE,202206,"5652 Ardleigh St, Philadelphia, PA, USA",40.04930428,-75.16005837,1
"5674",71519400,"3045 GRANSBACK ST",19134,2164.55,148.14,555.56,1055.85,3924.1,TRUE,FALSE,5,2021,2017,2022,21000,"PHILADELPHIA","PA","house","residential",0,0,293.96,"N",FALSE,"N",FALSE,202206,"3045 Gransback St, Philadelphia, PA, USA",39.99503008,-75.12122524,1
"5675",341208500,"103 N 62ND ST",19139,0,0,0,63.8,63.8,TRUE,FALSE,1,2020,2020,2022,72300,"PHILADELPHIA","PA","house","residential",0,0,1012.06,"N",FALSE,"N",FALSE,202206,"103 N 62nd St, Philadelphia, PA, USA",39.96410013,-75.24428948,1
"5676",341211400,"161 N 62ND ST",19139,1906.22,396.15,269.47,1356.71,3928.55,TRUE,FALSE,10,2021,2012,2022,40500,"PHILADELPHIA","PA","house","residential",0,0,566.92,"N",FALSE,"N",FALSE,202206,"161 N 62nd St, Philadelphia, PA, USA",39.96493335,-75.24411445,1
"5677",341213500,"237 N 62ND ST",19139,1470.76,233.1,393,1030.69,3127.55,TRUE,FALSE,8,2021,2014,2022,60900,"PHILADELPHIA","PA","house","residential",0,0,852.48,"N",FALSE,"N",FALSE,202206,"237 N 62nd St, Philadelphia, PA, USA",39.9661097,-75.24386905,1
"5678",341213900,"245 N 62ND ST",19139,2699.89,332.89,890.52,810.56,4733.86,TRUE,FALSE,5,2021,2017,2022,60900,NA,NA,"house","residential",0,0,852.48,"N",FALSE,"N",FALSE,202206,"245 N 62nd St, Philadelphia, PA, USA",39.96622463,-75.24384525,1
"5679",341222100,"60 N 62ND ST",19139,4382.21,295.26,804.45,1404.48,6886.4,TRUE,FALSE,4,2021,2018,2022,71400,"ERIAL","NJ","house","residential",0,0,999.46,"N",FALSE,"N",FALSE,202206,"60 N 62nd St, Philadelphia, PA, USA",39.96339776,-75.24458751,1
"5680",341222200,"62 N 62ND ST",19139,1543.75,531.87,1503.43,637.58,4216.63,TRUE,FALSE,5,2021,2017,2022,101000,NA,NA,"house","residential",0,0,1413.8,"N",FALSE,"N",FALSE,202206,"62 N 62nd St, Philadelphia, PA, USA",39.96342821,-75.24458116,1
"5681",42073500,"15 N 57TH ST",19139,2838.05,211.53,436.4,951.2,4437.18,TRUE,FALSE,3,2021,2019,2022,67500,NA,NA,"house","residential",0,0,944.87,"N",FALSE,"N",FALSE,202206,"15 N 57th St, Philadelphia, PA, USA",39.96163661,-75.23470489,1
"5682",42075600,"57 N 57TH ST",19139,902.77,249.11,184.87,716.93,2053.68,TRUE,FALSE,7,2021,2011,2022,73600,NA,NA,"house","residential",0,629.91,400.34,"N",FALSE,"N",FALSE,202206,"57 N 57th St, Philadelphia, PA, USA",39.96243055,-75.23453788,1
"5683",42078600,"153 N 57TH ST",19139,309.34,20.08,29.88,237.12,596.42,TRUE,FALSE,2,2021,2020,2022,54800,NA,NA,"house","residential",0,629.91,137.18,"N",FALSE,"N",FALSE,202206,"153 N 57th St, Philadelphia, PA, USA",39.96383341,-75.23424487,1
"5684",42090400,"42 N 58TH ST",19139,881.57,308.62,721.36,888.35,2799.9,TRUE,FALSE,5,2021,2017,2022,67900,"DREXEL HILL","PA","house","residential",0,0,950.46,"N",FALSE,"N",FALSE,202206,"42 N 58th St, Philadelphia, PA, USA",39.96262606,-75.23664114,1
"5685",42093400,"144 N 58TH ST",19139,1807.91,169.35,388.61,618.37,2984.24,TRUE,FALSE,3,2020,2018,2022,63200,NA,NA,"house","residential",0,0,884.67,"N",FALSE,"N",FALSE,202206,"144 N 58th St, Philadelphia, PA, USA",39.96397354,-75.23635577,1
"5686",42098800,"156 N WANAMAKER ST",19139,1537.23,160.82,209.71,713.4,2621.16,TRUE,FALSE,3,2021,2019,2022,64000,NA,NA,"house","residential",0,0,895.87,"N",FALSE,"N",FALSE,202206,"156 N Wanamaker St, Philadelphia, PA, USA",39.9639941,-75.23703363,1
"5687",42100800,"121 N HOBART ST",19139,1540.07,100.63,121.12,299.57,2061.39,TRUE,FALSE,2,2021,2020,2022,70800,NA,NA,"house","residential",0,0,991.06,"N",FALSE,"N",FALSE,202206,"121 N Hobart St, Philadelphia, PA, USA",39.96353971,-75.23765166,1
"5688",51071200,"341 S 4TH ST",19106,48.5,0,4,0.24,52.74,TRUE,FALSE,1,2019,2019,2022,399600,NA,NA,"house","residential",0,629.91,4963.69,"N",FALSE,"N",FALSE,202206,"341 S 4th St, Philadelphia, PA, USA",39.94388563,-75.14859475,1
"5689",53054400,"1039 LOMBARD ST",19147,13302.43,992.33,1903.13,3347.26,19545.15,TRUE,FALSE,4,2021,2018,2022,507300,NA,NA,"house","residential",0,629.91,6471.28,"N",FALSE,"N",FALSE,202206,"1039 Lombard St, Philadelphia, PA, USA",39.94394534,-75.15902663,1
"5690",53061920,"18 LOMBARD MEWS",19147,30271.72,2038.39,5483.48,7234.5,45028.09,TRUE,FALSE,4,2021,2018,2022,545900,"PHILADELPHIA","PA","house","residential",0,629.91,7011.6,"N",FALSE,"N",FALSE,202206,"18 Lombard Mews, Philadelphia, PA, USA",39.94336719,-75.15535406,1
"5691",61170200,"37 WIOTA ST",19104,4609.7,311.4,888.98,1477.46,7287.54,TRUE,FALSE,4,2021,2018,2022,70100,"PHILADELPHIA","PA","house","residential",0,0,981.26,"N",FALSE,"N",FALSE,202206,"37 Wiota St, Philadelphia, PA, USA",39.9584124,-75.20263755,1
"5692",71374100,"2914 ELLA ST",19134,966.14,77.78,146.82,521.45,1712.19,TRUE,FALSE,4,2021,2018,2022,21300,NA,NA,"house","residential",0,0,298.16,"N",FALSE,"N",FALSE,202206,"2914 Ella St, Philadelphia, PA, USA",39.99390477,-75.1276842,1
"5693",71375100,"2934 ELLA ST",19134,1023.73,101.38,300.47,376.36,1801.94,TRUE,FALSE,3,2020,2018,2022,21300,"PHILADELPHIA","PA","house","residential",0,0,298.16,"N",FALSE,"N",FALSE,202206,"2934 Ella St, Philadelphia, PA, USA",39.99418475,-75.12762396,1
"5694",71382400,"2840 KIP ST",19134,502.6,35.18,207.32,242.03,987.13,TRUE,FALSE,1,2017,2017,2022,22800,"COLLINGDALE","PA","house","residential",0,0,319.15,"N",FALSE,"N",FALSE,202206,"2840 Kip St, Philadelphia, PA, USA",39.99304343,-75.12706508,1
"5695",433247300,"4237 N FAIRHILL ST",19140,913.3,56.47,63.06,319.18,1352.01,TRUE,FALSE,5,2021,2016,2022,46300,"PHILADELPHIA","PA","house","residential",0,0,648.11,"N",FALSE,"N",FALSE,202206,"4237 N Fairhill St, Philadelphia, PA, USA",40.01580668,-75.13629389,1
"5696",433250900,"4339 N FAIRHILL ST",19140,694.83,108.49,289.56,556.12,1649,TRUE,FALSE,6,2021,2016,2022,46900,NA,NA,"house","residential",0,629.91,26.6,"N",FALSE,"N",FALSE,202206,"4339 N Fairhill St, Philadelphia, PA, USA",40.01731864,-75.13605783,1
"5697",433255900,"4202 N FAIRHILL ST",19140,443.54,30.86,104.93,131.7,711.03,TRUE,FALSE,4,2021,2018,2022,46200,"LANGHORNE","PA","house","residential",0,629.91,16.8,"N",FALSE,"N",FALSE,202206,"4202 N Fairhill St, Philadelphia, PA, USA",40.01549328,-75.13651375,1
"5698",433256400,"4212 N FAIRHILL ST",19140,366.27,25.45,80.01,147.77,619.5,TRUE,FALSE,3,2021,2019,2022,46200,NA,NA,"house","residential",0,629.91,16.8,"N",FALSE,"N",FALSE,202206,"4212 N Fairhill St, Philadelphia, PA, USA",40.0165504,-75.13628381,1
"5699",341234000,"31 N HIRST ST",19139,1895.17,151.18,277.38,681.83,3005.56,TRUE,FALSE,4,2021,2018,2022,56300,NA,NA,"house","residential",0,0,788.09,"N",FALSE,"N",FALSE,202206,"31 N Hirst St, Philadelphia, PA, USA",39.96303384,-75.24522234,1
"5700",341237500,"38 N HIRST ST",19139,1742.41,113.09,168.32,580.11,2603.93,TRUE,FALSE,2,2021,2020,2022,55200,"PHILADELPHIA","PA","house","residential",0,0,772.69,"N",FALSE,"N",FALSE,202206,"38 N Hirst St, Philadelphia, PA, USA",39.96315287,-75.24534863,1
"5701",341238200,"52 N HIRST ST",19139,0,0,0,14.61,14.61,TRUE,FALSE,1,2020,2020,2022,55300,NA,NA,"house","residential",0,0,774.09,"N",FALSE,"N",FALSE,202206,"52 N Hirst St, Philadelphia, PA, USA",39.96336606,-75.24530355,1
"5702",341247100,"347 N FELTON ST",19139,6820.74,461.04,1330.09,1981.79,10593.66,TRUE,FALSE,4,2021,2018,2022,102000,"LAS CRUCES","NM","house","residential",0,0,1427.8,"N",FALSE,"N",FALSE,202206,"347 N Felton St, Philadelphia, PA, USA",39.96789136,-75.24450979,1
